restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
Al Diwan Biryanis And More,"Takeaway, Delivery",3.2,12,300.0,Yes,No,Biryani,Jayanagar,Basavanagudi,150.0,Average
Al Ghani Resetaurant,Quick Bites,3.3,4,400.0,No,No,"Mughlai, Biryani",Kammanahalli,Kammanahalli,200.0,Average
Al Habibi Restaurant,Quick Bites,3.5,17,300.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,150.0,Average
Al Hayath,Quick Bites,3.5,16,200.0,No,No,"North Indian, Chinese",Koramangala 5Th Block,Btm,100.0,Average
Al Hayath Ambur Biryani,Quick Bites,3.3,9,200.0,No,No,Biryani,Koramangala 4Th Block,Ejipura,100.0,Average
Al Karim,Casual Dining,3.7,90,400.0,No,No,"Mughlai, North Indian, Biryani, Chinese",Kammanahalli,Kalyan Nagar,200.0,Average
Al Khaleej Snacks Corner,Quick Bites,2.8,40,200.0,No,No,"Lebanese, Fast Food, Beverages",Basavanagudi,Jayanagar,100.0,Low
Al Khansah,Casual Dining,3.9,370,550.0,Yes,No,"Biryani, Mughlai, Chinese, North Indian, Kebab",Bellandur,Bellandur,275.0,Average
Al Khwaja,Casual Dining,3.0,13,400.0,No,No,"North Indian, Chinese",Bellandur,Bellandur,200.0,Low
Al Madhina Roll House,Quick Bites,3.4,6,300.0,No,No,"North Indian, Chinese",Kammanahalli,Kalyan Nagar,150.0,Average
Al Madina Family Restaurant,Quick Bites,2.8,40,500.0,No,No,"North Indian, South Indian, Arabian",Basavanagudi,City Market,250.0,Low
Al Madina Roll House,Quick Bites,3.6,16,150.0,Yes,No,Biryani,Kalyan Nagar,Kalyan Nagar,75.0,Average
Al Manar,Quick Bites,2.8,40,400.0,No,No,"South Indian, North Indian, Chinese",Koramangala 7Th Block,Wilson Garden,200.0,Low
Al Noor,Quick Bites,3.7,21,350.0,No,No,"North Indian, Chinese, Arabian, Rolls",Brigade Road,Shivajinagar,175.0,Average
Al Sadique,Quick Bites,3.9,185,450.0,Yes,No,"North Indian, Mughlai, Chinese, Rolls",Rajajinagar,Magadi Road,225.0,Average
Al Sadique Restaurant,Quick Bites,3.4,32,350.0,No,No,"Mughlai, North Indian, Street Food",Mg Road,Frazer Town,175.0,Average
Al Swaad Take Away,Quick Bites,3.1,12,350.0,Yes,No,"North Indian, South Indian, Arabian",Brigade Road,Richmond Road,175.0,Average
Al Taj Fast Food,Quick Bites,3.2,4,600.0,Yes,No,"Fast Food, North Indian, South Indian, Chinese",Rajajinagar,Vijay Nagar,300.0,Average
Al Zaiqa Hotel,Quick Bites,3.4,14,200.0,Yes,No,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli,100.0,Average
Alampur Bar And Restaurant,Casual Dining,3.7,42,900.0,Yes,No,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road,450.0,Average
Alankar Restaurant,Casual Dining,2.8,40,800.0,No,No,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,400.0,Low
Alankrutha,Casual Dining,3.8,260,500.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",Koramangala 5Th Block,Btm,250.0,Average
Alba - Jw Marriott Bengaluru,Fine Dining,4.4,561,4000.0,No,Yes,Italian,Church Street,Lavelle Road,2000.0,Excellent
Al-Badia Restaurant,Casual Dining,4.2,89,700.0,No,No,Arabian,Kalyan Nagar,Kammanahalli,350.0,Excellent
Al-Baik Kabab Corner,Quick Bites,3.2,25,350.0,Yes,No,"Kebab, Biryani",Malleshwaram,Yeshwantpur,175.0,Average
Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450.0,Yes,No,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara,225.0,Average
Al-Bek,Casual Dining,3.9,682,650.0,Yes,No,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,325.0,Average
Albert Bakery,Bakery,4.3,346,150.0,No,No,"Bakery, Fast Food",Frazer Town,Frazer Town,75.0,Excellent
Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000.0,No,Yes,Modern Indian,Brigade Road,Residency Road,1000.0,Excellent
Alchemy Coffee Roasters,Cafe,4.2,704,500.0,No,No,Cafe,Basavanagudi,Jayanagar,250.0,Excellent
Alfa Family Restaurant,Casual Dining,3.0,27,400.0,No,No,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden,200.0,Low
Alfresco By Bene -Sheraton Grand Bangalore Hotel At...,"Bar, Casual Dining",3.7,77,2000.0,No,Yes,Continental,Malleshwaram,Malleshwaram,1000.0,Average
Al-Hyatt,Quick Bites,3.5,40,300.0,No,No,"Biryani, Chinese",Koramangala 6Th Block,Ejipura,150.0,Average
Ali Snacks Point,Quick Bites,3.4,5,150.0,Yes,No,"Chinese, Momos",Malleshwaram,Malleshwaram,75.0,Average
Alibaba Cafe And Restaurant,Casual Dining,2.9,55,700.0,No,No,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar,350.0,Low
Alibi - Maya International Hotel,Casual Dining,1.8,224,1200.0,No,No,"North Indian, Continental, Chinese",Brigade Road,Church Street,600.0,Low
Aliensip,Beverage Shop,3.6,11,200.0,Yes,No,Juices,Bannerghatta Road,Btm,100.0,Average
Alif Restaurant,Casual Dining,3.6,26,600.0,Yes,No,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,300.0,Average
Aligarh House,Delivery,4.4,98,400.0,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala,200.0,Excellent
Alikemom,"Takeaway, Delivery",2.8,40,300.0,Yes,No,North Indian,Electronic City,Electronic City,150.0,Low
All Aromas,Quick Bites,2.8,40,400.0,Yes,No,"North Indian, Biryani",Basavanagudi,Jayanagar,200.0,Low
All Saints Bakery,Bakery,3.6,23,200.0,No,No,Bakery,Brigade Road,Brigade Road,100.0,Average
All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300.0,Yes,No,"Desserts, Beverages",Brookefield,Marathahalli,150.0,Average
All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300.0,Yes,No,"Desserts, Beverages",Malleshwaram,Rajajinagar,150.0,Average
Allahabadi Tadaka,Casual Dining,2.9,46,250.0,No,No,North Indian,Indiranagar,Domlur,125.0,Low
Allana Kabab,Quick Bites,3.3,4,200.0,No,No,North Indian,Church Street,Richmond Road,100.0,Average
Alloro - The Oterra,Fine Dining,4.0,63,2500.0,No,Yes,Italian,Electronic City,Electronic City,1250.0,Average
Al-Madina,"Takeaway, Delivery",3.3,8,500.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,250.0,Average
Al-Madina Restaurant,Casual Dining,3.4,22,400.0,No,No,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market,200.0,Average
Al-Marhaba Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,Btm,200.0,Low
Al-Noor Restaurant,Quick Bites,2.8,40,400.0,Yes,No,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara,200.0,Low
Alpha - House Of Biryani & Tandoor,Casual Dining,3.3,387,800.0,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield,400.0,Average
Al-Sidique,Quick Bites,4.0,314,400.0,Yes,No,"North Indian, Chinese",Rajajinagar,Vijay Nagar,200.0,Average
Alt,"Bar, Lounge",4.1,821,1900.0,No,Yes,Finger Food,Whitefield,Whitefield,950.0,Excellent
Altaf'S Chillies Restaurant,Casual Dining,3.8,229,500.0,Yes,No,"North Indian, Chinese",Frazer Town,Frazer Town,250.0,Average
Altaj Restaurant,Casual Dining,3.3,6,700.0,No,No,"North Indian, Chinese",Malleshwaram,Rajajinagar,350.0,Average
Al-Taj Restaurant,Casual Dining,3.3,10,600.0,Yes,No,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar,300.0,Average
Alter Ego D'Deli,Cafe,3.8,140,650.0,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar,325.0,Average
Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000.0,No,Yes,"Italian, Salad",Brookefield,Whitefield,1500.0,Excellent
Am Wow,Beverage Shop,3.4,6,100.0,Yes,No,Beverages,Banashankari,Jayanagar,50.0,Average
Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500.0,No,No,Desserts,Brookefield,Whitefield,250.0,Low
Amande Patisserie,Bakery,4.0,73,300.0,Yes,No,"Bakery, French, Desserts",Banashankari,Basavanagudi,150.0,Average
Amanthrana Gardenia,Casual Dining,3.8,107,800.0,Yes,No,"North Indian, Andhra, Bbq, Seafood, Chinese",Brookefield,Brookefield,400.0,Average
Amantrana,Casual Dining,3.2,15,800.0,No,No,"North Indian, South Indian",Rajajinagar,Magadi Road,400.0,Average
Amar Kolkata,Quick Bites,3.2,4,300.0,No,No,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road,150.0,Average
Amara Food Point,"Takeaway, Delivery",3.3,4,250.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,125.0,Average
Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400.0,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar,200.0,Average
Amaravathi Mess,Quick Bites,3.6,108,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,200.0,Average
Amaravati,Quick Bites,3.6,39,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,200.0,Average
Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350.0,Yes,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura,175.0,Average
Amaravati Authentic Andhra Restaurant,Casual Dining,3.0,148,600.0,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield,300.0,Low
Amaravati Food Court,Quick Bites,3.3,7,300.0,Yes,No,Kerala,Whitefield,Whitefield,150.0,Average
Amaravati Grand,Casual Dining,3.3,7,550.0,No,No,"Chinese, Andhra, Mangalorean",Jayanagar,Btm,275.0,Average
Amazing Blue Pub,Pub,3.4,10,900.0,No,No,Finger Food,Malleshwaram,Seshadripuram,450.0,Average
Ambara Gardenia,Casual Dining,3.8,256,800.0,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road,400.0,Average
Ambarsaria,Casual Dining,2.7,57,800.0,No,No,North Indian,New Bel Road,New Bel Road,400.0,Low
Amber Rush By The Pool,"Bar, Casual Dining",3.9,140,1500.0,No,No,"North Indian, Chinese, Continental",Brookefield,Marathahalli,750.0,Average
Amber Rush Restobar,Pub,4.1,93,1000.0,No,Yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road,500.0,Excellent
Ambika Biryani Corner,Quick Bites,3.5,37,300.0,No,No,Biryani,Rajajinagar,Rajajinagar,150.0,Average
Ambika Vegetarian Hotel,Casual Dining,3.7,31,500.0,No,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar,250.0,Average
Ambujam'S Chettinad Mess,"Quick Bites, Mess",3.2,27,400.0,Yes,No,"South Indian, Chettinad",Kammanahalli,Banaswadi,200.0,Average
Ambur Azad Darbar,Quick Bites,3.1,6,250.0,No,No,"North Indian, Fast Food, Biryani",Jayanagar,Btm,125.0,Average
Ambur Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Indiranagar,Old Airport Road,100.0,Average
Ambur Biriyani Centre,Quick Bites,3.2,6,150.0,No,No,Biryani,Sarjapur Road,Bellandur,75.0,Average
Ambur Biriyani Classic,Casual Dining,3.3,136,700.0,Yes,No,"Biryani, South Indian, North Indian",Electronic City,Electronic City,350.0,Average
Ambur Biriyani Point,Quick Bites,3.6,26,150.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Btm,75.0,Average
Ambur Biriyani Zone,Quick Bites,3.2,4,200.0,No,No,"Biryani, Kebab",Kammanahalli,Kammanahalli,100.0,Average
Ambur Biryani,Quick Bites,3.2,5,450.0,No,No,"South Indian, Fast Food",Hsr,Hsr,225.0,Average
Ambur Biryani Hotel,Quick Bites,3.2,13,200.0,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,100.0,Average
Ambur Biryani Mess,Mess,3.4,18,250.0,No,No,Biryani,Koramangala 4Th Block,Koramangala 6Th Block,125.0,Average
Ambur Biryani Point,Quick Bites,3.3,8,150.0,No,No,Biryani,Bellandur,Sarjapur Road,75.0,Average
Ambur Chicken Biryani,Quick Bites,3.1,9,250.0,No,No,Biryani,Hsr,Hsr,125.0,Average
Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200.0,Yes,No,Biryani,Malleshwaram,Yeshwantpur,100.0,Average
Ambur Dum Biriyani,Quick Bites,2.8,40,160.0,No,No,Biryani,Banashankari,Basavanagudi,80.0,Low
Ambur Dum Biryani,Quick Bites,2.8,40,300.0,No,No,"Biryani, Fast Food",Electronic City,Electronic City,150.0,Low
Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200.0,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar,100.0,Average
Ambur Hot Dum Biryani,Quick Bites,3.0,9,200.0,No,No,Biryani,Marathahalli,Thippasandra,100.0,Low
Ambur Star Biryani,Quick Bites,3.5,22,200.0,No,No,Biryani,Bellandur,Sarjapur Road,100.0,Average
Ambur Star Briyani,Casual Dining,3.6,17,500.0,Yes,No,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar,250.0,Average
Ambur Star Dum Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Residency Road,Wilson Garden,100.0,Average
Ambur Star Dum Biryani,Quick Bites,2.8,40,250.0,No,No,Biryani,Bellandur,Sarjapur Road,125.0,Low
Ambur Tasty Biriyani,Quick Bites,3.2,4,200.0,No,No,Biryani,Hsr,Hsr,100.0,Average
Amchoor,Quick Bites,3.8,38,250.0,Yes,No,"North Indian, Beverages",Marathahalli,Marathahalli,125.0,Average
Amdo'S Corner Tibetan Foods,Quick Bites,4.0,47,250.0,No,No,"Tibetan, Momos",Brigade Road,Richmond Road,125.0,Average
American Bites,Quick Bites,2.4,48,450.0,Yes,No,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar,225.0,Low
American Desserts,"Takeaway, Delivery",3.6,23,500.0,Yes,No,"Desserts, Bakery",Kalyan Nagar,Banaswadi,250.0,Average
Amexicano,Food Truck,3.8,31,400.0,No,No,"American, Mexican",Indiranagar,East Bangalore,200.0,Average
Amigos Kitchen,Quick Bites,3.7,64,400.0,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi,200.0,Average
Amjad Bhai'S Star Hotel - Home Food Only,Quick Bites,2.8,40,300.0,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm,150.0,Low
Ammachide Addukala,Quick Bites,3.5,6,300.0,No,No,Kerala,Bannerghatta Road,Bannerghatta Road,150.0,Average
Amma'S Biryani & Rice,Quick Bites,2.8,40,300.0,Yes,No,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli,150.0,Low
Amma'S Cafe,Quick Bites,3.2,6,300.0,No,No,Fast Food,Hsr,Hsr,150.0,Average
Amma'S Pastries,Bakery,3.9,130,400.0,No,No,Bakery,Kalyan Nagar,Hbr Layout,200.0,Average
Amma'S Special,Quick Bites,3.5,40,400.0,No,No,South Indian,Koramangala 6Th Block,Koramangala 1St Block,200.0,Average
Ammayi Thakkaram,Quick Bites,3.5,40,400.0,No,No,"Kerala, South Indian",Koramangala 6Th Block,Btm,200.0,Average
Ammi'S Biryani,Casual Dining,2.7,171,500.0,Yes,No,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar,250.0,Low
Ammus Hot N Cool,Quick Bites,3.4,84,300.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,150.0,Average
Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000.0,No,No,"North Indian, Chinese, Continental",Brigade Road,Residency Road,1000.0,Average
Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000.0,Yes,Yes,"Continental, Chinese",Brookefield,Whitefield,500.0,Average
Amontron,Casual Dining,3.9,435,650.0,Yes,No,Bengali,Bannerghatta Road,Btm,325.0,Average
Amour Fine Patisserie,"Cafe, Dessert Parlor",4.0,82,500.0,Yes,Yes,"Cafe, Desserts, Continental",Hsr,Hsr,250.0,Average
Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400.0,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm,200.0,Average
Amrit,Food Court,3.4,24,600.0,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",Jp Nagar,300.0,Average
Amrita Nadia Sweets,Sweet Shop,3.2,4,400.0,Yes,No,Mithai,New Bel Road,Jalahalli,200.0,Average
Amrith Ice Cream,Dessert Parlor,4.1,81,100.0,No,No,Ice Cream,Malleshwaram,Malleshwaram,50.0,Excellent
Amritsari Kulcha Bite,Quick Bites,3.9,99,150.0,Yes,No,North Indian,Indiranagar,Ulsoor,75.0,Average
Amritsari Kulcha Land,Quick Bites,4.0,260,300.0,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar,150.0,Average
Amrut,Quick Bites,3.5,250,300.0,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram,150.0,Average
Amruta,Casual Dining,3.8,20,600.0,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic,300.0,Average
Amruth Parkland,"Bar, Casual Dining",3.5,54,900.0,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,450.0,Average
Amrutha Foods,Quick Bites,2.8,40,300.0,No,No,South Indian,Marathahalli,Old Airport Road,150.0,Low
Amrutha Grand Restaurant,Casual Dining,3.2,204,500.0,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road,250.0,Average
Amrutha Mess,Quick Bites,3.4,5,300.0,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",Btm,150.0,Average
Amrutha Sweets,Quick Bites,3.5,13,200.0,No,No,"Street Food, Mithai",Koramangala 4Th Block,Ejipura,100.0,Average
Am'S Cafe Recreate,"Takeaway, Delivery",3.3,8,250.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,125.0,Average
Amul Ice Cream,Dessert Parlor,2.8,40,100.0,Yes,No,"Desserts, Ice Cream",Hsr,Hsr,50.0,Low
An Egg Story,Cafe,4.0,241,600.0,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar,300.0,Average
Anamika Roll Centre,Quick Bites,3.2,4,300.0,No,No,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden,150.0,Average
Anand Donne Biriyani,Quick Bites,3.6,45,200.0,Yes,No,Biryani,Banashankari,Jayanagar,100.0,Average
Anand Sagar Inn,Casual Dining,3.2,6,450.0,No,No,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi,225.0,Average
Anand Sweets And Savouries,Quick Bites,4.0,99,400.0,Yes,No,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,200.0,Average
Anand Vihar,Quick Bites,2.5,58,400.0,No,No,"North Indian, Chinese",Frazer Town,Rt Nagar,200.0,Low
Anda Ka Funda,Quick Bites,3.1,14,300.0,Yes,No,"North Indian, Chinese",Jp Nagar,Jayanagar,150.0,Average
Anda Special-Pav Bhaji,Quick Bites,3.4,8,200.0,Yes,No,Fast Food,New Bel Road,Yeshwantpur,100.0,Average
Andal Mess,Mess,3.1,22,300.0,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4Th Block,Domlur,150.0,Average
Ande Ka Funda,Quick Bites,2.8,60,250.0,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",Btm,125.0,Low
Andhra Amigos,Casual Dining,3.6,81,350.0,Yes,No,"Andhra, North Indian, Biryani",Electronic City,Electronic City,175.0,Average
Andhra Bhojanam,Casual Dining,3.6,21,600.0,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road,300.0,Average
Andhra Biriyani Palace,Quick Bites,2.8,40,250.0,Yes,No,"Biryani, Andhra",Kalyan Nagar,Nagawara,125.0,Low
Andhra Biryani & Curries,Quick Bites,3.1,4,400.0,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City,200.0,Average
Andhra Biryanis,Casual Dining,4.0,108,700.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,350.0,Average
Andhra Box,Quick Bites,3.2,4,400.0,No,No,"Andhra, Biryani, Chinese",Brookefield,Marathahalli,200.0,Average
Andhra Central,Food Court,3.1,13,400.0,Yes,No,Andhra,Brookefield,Marathahalli,200.0,Average
Andhra Chettinad Cuisine,Quick Bites,3.6,24,250.0,No,No,"Andhra, South Indian, Chettinad",Electronic City,Electronic City,125.0,Average
Andhra Express,"Takeaway, Delivery",3.7,19,300.0,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli,Cv Raman Nagar,150.0,Average
Andhra Food Cafe (Afc),Quick Bites,3.3,46,250.0,Yes,No,"Andhra, North Indian, South Indian",Electronic City,Electronic City,125.0,Average
Andhra Ghumaghumalu,Quick Bites,2.8,40,300.0,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield,150.0,Low
Andhra Grills,Casual Dining,3.0,55,800.0,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road,Jp Nagar,400.0,Low
Andhra Kafe,Casual Dining,3.8,241,550.0,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield,275.0,Average
Andhra Kitchen,Quick Bites,3.9,45,400.0,Yes,No,Andhra,Electronic City,Electronic City,200.0,Average
Andhra Mess,Mess,2.8,17,400.0,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield,200.0,Low
Andhra Paris,Quick Bites,3.2,5,250.0,Yes,No,Andhra,Bellandur,Sarjapur Road,125.0,Average
Andhra Ruchi'S Restaurant,Delivery,3.1,72,500.0,Yes,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield,250.0,Average
Andhra Ruchulu,Casual Dining,4.2,1428,800.0,Yes,Yes,"Andhra, North Indian",Bannerghatta Road,Jp Nagar,400.0,Excellent
Andhra Spice,Casual Dining,2.8,40,600.0,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road,300.0,Low
Andhra Spice Mess,Quick Bites,3.4,9,250.0,Yes,No,"Andhra, Biryani, North Indian, Chinese",New Bel Road,New Bel Road,125.0,Average
Andhra Spices,Quick Bites,3.2,4,400.0,No,No,"Andhra, Chinese, South Indian",Whitefield,Brookefield,200.0,Average
Andhra Spicy,Quick Bites,3.5,11,400.0,No,No,"Andhra, Biryani",Bellandur,Bellandur,200.0,Average
Andhra Spicy Food Court,Quick Bites,3.2,22,400.0,Yes,No,"Andhra, Biryani",Electronic City,Electronic City,200.0,Average
Andhra Spicy Inn,Quick Bites,2.8,40,450.0,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara,225.0,Low
Andhra Star Biryani,Quick Bites,3.2,6,200.0,No,No,Biryani,Marathahalli,Brookefield,100.0,Average
Andhra Vantakam,Casual Dining,3.9,317,800.0,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar,400.0,Average
Andhra Vantillu,Quick Bites,3.3,4,350.0,No,No,"South Indian, North Indian",Hsr,Hsr,175.0,Average
Andhra Vilaas,Quick Bites,3.7,52,350.0,Yes,No,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road,175.0,Average
Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600.0,Yes,No,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli,300.0,Average
Andy'S CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300.0,No,No,"Cafe, Beverages, Fast Food",New Bel Road,New Bel Road,150.0,Average
Angaar Biriyani,Quick Bites,3.7,92,400.0,Yes,No,"Biryani, Chinese, Fast Food",Whitefield,Whitefield,200.0,Average
Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600.0,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,Hbr Layout,300.0,Average
Angel Mess,Quick Bites,3.5,17,200.0,No,No,South Indian,Marathahalli,Kaggadasapura,100.0,Average
Angel Mutton Leg Soup,Quick Bites,3.5,22,200.0,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar,100.0,Average
Angel Restaurant,Quick Bites,2.8,165,450.0,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road,225.0,Low
Angel'S Kitchen,Quick Bites,3.5,10,300.0,No,No,Kerala,Whitefield,Whitefield,150.0,Average
Angiie'S Cafe,Quick Bites,3.7,29,450.0,Yes,No,"Burger, Fast Food",Bellandur,Sarjapur Road,225.0,Average
Anika'S India Kitchen,Delivery,3.3,5,250.0,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,125.0,Average
