restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table booking,cuisine_type,area,local_address,cost_per_person,rating_category
Aryan'S Kitchen,Quick Bites,3.1,97,500.0,Yes,No,"North Indian, Fast Food",Whitefield,Whitefield,250.0,Average
Arzak,"Takeaway, Delivery",2.8,40,300.0,No,No,"Arabian, Middle Eastern, Rolls, Seafood, Bbq",Electronic City,Electronic City,150.0,Low
As On Fire,Food Truck,3.4,41,400.0,Yes,No,"Pizza, Fast Food, Bbq",Jayanagar,South Bangalore,200.0,Average
Asaivam Restaurant,Casual Dining,4.0,69,750.0,Yes,No,"Chettinad, South Indian",Frazer Town,Indiranagar,375.0,Average
Ascharya Hotel,Quick Bites,3.3,10,300.0,Yes,No,"Mangalorean, South Indian",Basavanagudi,Koramangala 5Th Block,150.0,Average
Asean - On The Edge,Casual Dining,4.4,861,1800.0,Yes,Yes,"Asian, Thai",Brigade Road,Mg Road,900.0,Excellent
Asgardian Moreover Chai,Quick Bites,2.8,40,300.0,No,No,"Fast Food, Rolls, Juices","Byresandra,Tavarekere,Madiwala",Btm,150.0,Low
Asha Food Camp,Casual Dining,4.0,137,700.0,No,Yes,"Desserts, North Indian, Chinese",Rajajinagar,Rajajinagar,350.0,Average
Asha Sweets Center,"Sweet Shop, Quick Bites",4.1,57,200.0,Yes,No,"Mithai, Street Food",Indiranagar,Indiranagar,100.0,Excellent
Asha Sweets Centre,Dessert Parlor,3.6,27,250.0,Yes,No,Fast Food,Banashankari,Basavanagudi,125.0,Average
Asha Tiffins,Quick Bites,4.3,278,150.0,Yes,No,South Indian,"Byresandra,Tavarekere,Madiwala",Hsr,75.0,Excellent
Asharfilal,Dessert Parlor,3.5,10,150.0,Yes,No,Desserts,Bannerghatta Road,Bannerghatta Road,75.0,Average
Ashirvaad Grand,Quick Bites,4.0,113,400.0,Yes,No,"Chinese, North Indian, South Indian","Byresandra,Tavarekere,Madiwala",Btm,200.0,Average
Ashirvad Resturant,Quick Bites,3.2,7,300.0,No,No,"North Indian, Chinese",Marathahalli,Marathahalli,150.0,Average
Ashirvad Veg,Quick Bites,3.4,9,300.0,No,No,South Indian,Brookefield,Marathahalli,150.0,Average
Asia Alive - Doubletree Suites By Hilton,Fine Dining,4.1,237,2000.0,No,Yes,"Continental, Thai, Malaysian, Burmese, Korean, Vietnamese, Chinese, North Indian",Bellandur,Sarjapur Road,1000.0,Excellent
Asia In A Box,Casual Dining,2.9,18,550.0,Yes,No,"Thai, Vietnamese, Indonesian, Asian",Kammanahalli,Kammanahalli,275.0,Low
Asia Kitchen By Mainland China,"Casual Dining, Bar",4.9,2178,1500.0,Yes,Yes,"Asian, Chinese, Thai, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,750.0,Excellent
Asia Seven,Food Court,3.3,4,300.0,Yes,No,Chinese,Whitefield,Whitefield,150.0,Average
Assi Tussi Lassi,Beverage Shop,3.6,25,200.0,Yes,No,"Beverages, Fast Food, Ice Cream",Indiranagar,Ejipura,100.0,Average
At North Parontha Hut,Quick Bites,2.8,40,200.0,No,No,North Indian,Brookefield,Whitefield,100.0,Low
Athithi,Casual Dining,2.8,80,650.0,No,No,"Andhra, Biryani, Chinese, North Indian",Bannerghatta Road,Bannerghatta Road,325.0,Low
Athithi Grand Restaurant,Casual Dining,3.0,74,700.0,Yes,No,"Andhra, North Indian, Chinese",Jp Nagar,Kanakapura Road,350.0,Low
Atithi,Casual Dining,3.7,18,750.0,No,No,North Indian,Malleshwaram,Rajajinagar,375.0,Average
Atithi Aharadhama,Quick Bites,3.2,4,200.0,No,No,South Indian,Sarjapur Road,Sarjapur Road,100.0,Average
Atithi Aramane Veg,Quick Bites,3.9,48,300.0,Yes,No,"South Indian, North Indian, Chinese",Bellandur,Bellandur,150.0,Average
Atithi Biryani Corner,Quick Bites,3.3,4,200.0,Yes,No,"Biryani, South Indian",Bannerghatta Road,Jp Nagar,100.0,Average
Atithi Family Bar & Restaurant,"Casual Dining, Bar",3.6,31,500.0,Yes,No,"North Indian, South Indian, Andhra",Bellandur,Bellandur,250.0,Average
Atithi Grand Veg Hotel,Quick Bites,2.8,40,300.0,No,No,South Indian,Bellandur,Sarjapur Road,150.0,Low
Atithi Point Ande Ka Funda,Quick Bites,3.1,29,150.0,No,No,North Indian,Banashankari,Banashankari,75.0,Average
Atithi Sambrama,Quick Bites,3.9,69,200.0,Yes,No,"South Indian, North Indian, Chinese",Bellandur,Sarjapur Road,100.0,Average
Atithi Satkaar,Quick Bites,3.2,8,150.0,No,No,South Indian,Lavelle Road,Majestic,75.0,Average
Atithi Satkar,Casual Dining,3.7,91,400.0,No,No,"South Indian, North Indian, Fast Food, Chinese",New Bel Road,Sanjay Nagar,200.0,Average
Atomic Lab,"Casual Dining, Bar",3.5,53,1800.0,No,No,"Asian, North Indian, Continental",Brigade Road,Lavelle Road,900.0,Average
Atta Galata,Quick Bites,4.1,208,200.0,No,No,"Bakery, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,100.0,Excellent
Atte Maneya Oota,Quick Bites,2.8,40,400.0,No,No,South Indian,Lavelle Road,Majestic,200.0,Low
Attic Lounge,Cafe,4.0,1229,700.0,Yes,Yes,Cafe,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,350.0,Average
Atty'S Bakery,Bakery,4.0,73,250.0,Yes,No,Bakery,Brigade Road,Frazer Town,125.0,Average
Aubree,"Cafe, Bakery",3.2,5,400.0,Yes,No,"Cafe, Bakery",Residency Road,Shivajinagar,200.0,Average
Aubree Le Chocolatier,Dessert Parlor,2.8,40,300.0,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,150.0,Low
Auntie Anne'S,Dessert Parlor,4.0,24,500.0,No,No,Desserts,Whitefield,Whitefield,250.0,Average
Auntie Fung'S,Casual Dining,4.2,577,600.0,Yes,No,"Asian, Chinese",Malleshwaram,New Bel Road,300.0,Excellent
Aura - Radha Regent,Bar,3.6,116,1200.0,No,Yes,"Continental, American, South Indian, Italian, North Indian, Chinese",Electronic City,Electronic City,600.0,Average
Authentic Aandhra,Delivery,2.8,40,300.0,Yes,No,"Andhra, North Indian",Bannerghatta Road,Btm,150.0,Low
Autoexpress - Hot Dogs,Quick Bites,3.3,5,300.0,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Hsr,150.0,Average
Avanti Indian Barbeque & Grill,Casual Dining,3.4,46,1100.0,No,No,North Indian,Indiranagar,Domlur,550.0,Average
Avista Cafe Pizzeria,Cafe,4.5,506,650.0,Yes,Yes,"Cafe, Italian",Kalyan Nagar,Hennur,325.0,Excellent
Avon Bar & Kitchen,Casual Dining,3.7,104,700.0,No,No,"Andhra, Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,350.0,Average
Awesome Biryani,"Takeaway, Delivery",2.8,40,500.0,No,No,"Biryani, Fast Food, Mughlai",Kalyan Nagar,Kalyan Nagar,250.0,Low
Awesome Foods,Quick Bites,3.7,23,300.0,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,150.0,Average
Axomi - Taste Of Assam,Casual Dining,4.0,610,500.0,Yes,No,Assamese,"Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,250.0,Average
Ayda Persian Kitchen,Casual Dining,3.7,39,950.0,No,No,"North Indian, Iranian",Banashankari,Banashankari,475.0,Average
Ayodhya Food Line,Quick Bites,3.4,10,250.0,Yes,No,"South Indian, North Indian, Fast Food, Chinese",Rajajinagar,Nagarbhavi,125.0,Average
Ayodhya Sagara,Quick Bites,3.8,65,200.0,Yes,No,"Chinese, North Indian, South Indian",Rajajinagar,Basaveshwara Nagar,100.0,Average
Ayodhya Upachar,Quick Bites,4.3,734,200.0,Yes,No,"South Indian, North Indian, Chinese, Street Food",Banashankari,Banashankari,100.0,Excellent
Ayush Reddy Tiffins & Fast Food Center,Quick Bites,3.5,40,300.0,No,No,"South Indian, Fast Food, Chinese",Koramangala 6Th Block,Btm,150.0,Average
Azimmo Treat,Casual Dining,3.8,41,700.0,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hsr,350.0,Average
Azura Restaurant,Casual Dining,2.8,95,500.0,Yes,No,"North Indian, Mughlai, Chinese, Arabian, Kerala",Bellandur,Bellandur,250.0,Low
B & B The Pub,"Casual Dining, Bar",3.6,29,1000.0,No,No,"Asian, Continental",Basavanagudi,Basavanagudi,500.0,Average
B Bhagat Tarachand,Casual Dining,4.2,176,700.0,Yes,Yes,"North Indian, Chinese, Street Food, Beverages",Lavelle Road,City Market,350.0,Excellent
B CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© - Shangri-La Hotel,"Fine Dining, Bar",4.3,429,3400.0,No,Yes,"North Indian, Italian, Chinese, Japanese",Lavelle Road,Vasanth Nagar,1700.0,Excellent
B.M.W - Bhookh Mitaane Wala,Delivery,3.6,504,500.0,Yes,No,"North Indian, South Indian, Chinese",Koramangala 6Th Block,Koramangala 1St Block,250.0,Average
B.M.W Bhookh Mitaane Wala,Quick Bites,3.5,8,500.0,Yes,No,"North Indian, South Indian, Chinese",Bannerghatta Road,Jp Nagar,250.0,Average
B1,Pub,3.9,123,1100.0,Yes,Yes,"Continental, Burger, Italian, Pizza, North Indian, Salad",New Bel Road,New Bel Road,550.0,Average
B2D Indori Dhaba,Quick Bites,3.3,4,100.0,No,No,North Indian,Koramangala 5Th Block,Btm,50.0,Average
B52 - Sports Bar,Bar,3.5,107,1200.0,Yes,Yes,"Continental, American, Chinese, Finger Food",Malleshwaram,Yeshwantpur,600.0,Average
Baahubelly,Casual Dining,3.7,68,500.0,No,No,"South Indian, North Indian",Lavelle Road,Brigade Road,250.0,Average
Baar Union,"Bar, Pub",4.6,634,850.0,No,Yes,"Continental, Finger Food, Asian, Chinese",Hsr,Hsr,425.0,Excellent
Baba Bhature,"Takeaway, Delivery",3.7,22,200.0,Yes,No,North Indian,Marathahalli,Marathahalli,100.0,Average
Baba Chatkora,Casual Dining,2.8,40,1000.0,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jp Nagar,500.0,Low
Baba Da Dhaba,Casual Dining,3.6,32,650.0,No,Yes,North Indian,Bellandur,Sarjapur Road,325.0,Average
Baba Fattoosh,Delivery,3.6,14,300.0,No,No,North Indian,Brookefield,Whitefield,150.0,Average
Baba Ka Dhaba,Quick Bites,3.7,194,400.0,Yes,No,North Indian,Bannerghatta Road,Btm,200.0,Average
Babayaga'S,"Bar, Casual Dining",4.0,241,1500.0,No,Yes,"American, Finger Food",Mg Road,Indiranagar,750.0,Average
Babu Moshai,Quick Bites,3.0,43,500.0,Yes,No,"Fast Food, Bengali",Bannerghatta Road,Bannerghatta Road,250.0,Low
Bachelor'S Special Biriyani,Quick Bites,3.3,6,250.0,No,No,"Biryani, North Indian, South Indian",Electronic City,Electronic City,125.0,Average
Bada Bing Burgers,Delivery,3.5,13,300.0,Yes,No,"Burger, Desserts",Frazer Town,Frazer Town,150.0,Average
Bademiyan Kebabs,Casual Dining,3.8,86,600.0,Yes,No,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",Malleshwaram,Malleshwaram,300.0,Average
Bageecha,Casual Dining,2.1,479,650.0,Yes,No,"North Indian, Chinese",Marathahalli,Marathahalli,325.0,Low
Bahar Cafe,Casual Dining,4.0,903,750.0,Yes,Yes,"Andhra, Biryani, Chinese, Hyderabadi, North Indian, South Indian",Bellandur,Marathahalli,375.0,Average
Baisakhi,Casual Dining,3.8,527,500.0,Yes,No,North Indian,Banashankari,Basavanagudi,250.0,Average
Baithak,"Casual Dining, Bar",4.2,1383,1100.0,No,No,"Continental, North Indian, Mughlai",Hsr,Hsr,550.0,Excellent
Bajji House,Quick Bites,3.5,7,100.0,Yes,No,Street Food,"Byresandra,Tavarekere,Madiwala",Hsr,50.0,Average
Bake A Smile,"Takeaway, Delivery",3.4,9,400.0,No,No,"Bakery, Desserts",Indiranagar,Old Airport Road,200.0,Average
Bake Addiction,Bakery,4.0,88,500.0,Yes,No,"Bakery, Desserts",Bannerghatta Road,Jp Nagar,250.0,Average
Bake And Fry,"Takeaway, Delivery",3.1,9,400.0,Yes,No,"Fast Food, Sandwich",Frazer Town,Rt Nagar,200.0,Average
Bake And Juice,Quick Bites,3.5,15,400.0,Yes,No,Fast Food,Jayanagar,Btm,200.0,Average
Bake Delite,"Bakery, Quick Bites",3.7,18,400.0,Yes,No,"Bakery, Fast Food",Jp Nagar,Kumaraswamy Layout,200.0,Average
Bake Land,Bakery,3.2,15,150.0,No,No,Bakery,Koramangala 7Th Block,Wilson Garden,75.0,Average
Bake N Joy,Dessert Parlor,3.5,6,500.0,No,No,"Bakery, Beverages",Kalyan Nagar,Kammanahalli,250.0,Average
Bake The Cake,"Bakery, Beverage Shop",3.2,4,250.0,Yes,No,"Bakery, Fast Food, Beverages","Byresandra,Tavarekere,Madiwala",Bommanahalli,125.0,Average
Bake-Ooh,"Takeaway, Delivery",3.7,17,350.0,No,No,Bakery,Bannerghatta Road,Bannerghatta Road,175.0,Average
Baker Ree,Delivery,3.7,22,200.0,No,No,"Bakery, Desserts",Frazer Town,Frazer Town,100.0,Average
Bakers 77,"Bakery, Quick Bites",2.8,40,400.0,No,No,"Bakery, Fast Food",Brigade Road,Mg Road,200.0,Low
Baker'S Cafe,Bakery,3.5,8,200.0,Yes,No,"Bakery, Desserts",Bellandur,Marathahalli,100.0,Average
Bakers Day,Bakery,3.9,48,200.0,No,No,"Bakery, Desserts",Basavanagudi,Basavanagudi,100.0,Average
Baker'S Glove,"Bakery, Quick Bites",3.3,7,550.0,Yes,No,"Desserts, Bakery",Basavanagudi,Jayanagar,275.0,Average
Baker'S Home,"Bakery, Dessert Parlor",3.9,179,300.0,Yes,No,"Bakery, Desserts",Sarjapur Road,Bellandur,150.0,Average
Bakers Paradise,"Bakery, Dessert Parlor",3.0,8,100.0,No,No,"Bakery, Desserts, Beverages",Rajajinagar,Rajajinagar,50.0,Low
Bakers Town,Cafe,3.5,42,600.0,Yes,No,"Cafe, Continental, Fast Food",Jayanagar,Btm,300.0,Average
Bakers77,"Bakery, Quick Bites",3.8,35,400.0,No,No,"Bakery, Fast Food",Rajajinagar,Basaveshwara Nagar,200.0,Average
Bakewalk,Bakery,3.3,4,200.0,No,No,"Bakery, Arabian",Koramangala 7Th Block,Wilson Garden,100.0,Average
Bakimo,Casual Dining,3.5,7,850.0,No,No,Continental,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,425.0,Average
Bakingo,Bakery,3.4,6,500.0,Yes,No,"Bakery, Desserts",Whitefield,Marathahalli,250.0,Average
Balaji Abhiruchi Multicuisine Restaurant,Casual Dining,3.4,27,550.0,No,No,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli,275.0,Average
Balaji Bombay Vada Pav Gujrati Dalebi,Takeaway,3.8,37,150.0,Yes,No,"Street Food, Sandwich",Bannerghatta Road,Jp Nagar,75.0,Average
Balaji Hotel,Quick Bites,2.8,40,300.0,Yes,No,"South Indian, North Indian, Beverages",Marathahalli,Kaggadasapura,150.0,Low
Ballava,Quick Bites,3.3,5,400.0,No,No,"North Indian, South Indian",Bannerghatta Road,Bannerghatta Road,200.0,Average
Balle Balle Dhaba,Quick Bites,3.6,195,500.0,Yes,No,"North Indian, Chinese",Kalyan Nagar,Kalyan Nagar,250.0,Average
Balle-Licious Kitchen,Delivery,3.9,170,400.0,Yes,No,North Indian,Hsr,Hsr,200.0,Average
Baluchi - The Lalit Ashok Bangalore,Fine Dining,4.0,134,3700.0,No,Yes,"North Indian, Kashmiri, Mughlai",Malleshwaram,Seshadripuram,1850.0,Average
Bamboo Heights,Casual Dining,3.7,112,500.0,No,No,"Chinese, Fast Food, Continental","Byresandra,Tavarekere,Madiwala",Btm,250.0,Average
Bamboo Shades,Casual Dining,2.8,48,1000.0,Yes,No,"Charcoal Chicken, Chinese, North Indian, Juices, Desserts, Seafood, South Indian",Electronic City,Electronic City,500.0,Low
Bamey'S Restro Cafe,Casual Dining,4.2,532,600.0,Yes,No,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,300.0,Excellent
Banana Beach Bar,Bar,3.7,1014,1300.0,Yes,Yes,"Continental, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,650.0,Average
Banana Leaf,Casual Dining,3.5,12,500.0,No,No,Andhra,Indiranagar,Domlur,250.0,Average
Banaras Sweet House,"Sweet Shop, Quick Bites",3.7,24,100.0,No,No,"Mithai, Fast Food",Lavelle Road,Majestic,50.0,Average
Banarasi Chat Centre,Quick Bites,3.2,6,150.0,No,No,Street Food,Kalyan Nagar,Kammanahalli,75.0,Average
Banarasi Tadka,Quick Bites,2.7,16,200.0,No,No,North Indian,Indiranagar,Jeevan Bhima Nagar,100.0,Low
Banashankari Biriyani,Quick Bites,2.8,40,300.0,No,No,"Biryani, South Indian",Malleshwaram,Rajajinagar,150.0,Low
Banashankari Donne Biriyani,Quick Bites,3.3,4,300.0,No,No,"South Indian, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,150.0,Average
Banashankari Nati Style,Quick Bites,3.6,8,300.0,Yes,No,South Indian,Bannerghatta Road,Jp Nagar,150.0,Average
Banashankari Restaurant,Quick Bites,3.6,24,400.0,Yes,No,South Indian,New Bel Road,New Bel Road,200.0,Average
Banbay,Cafe,4.0,44,1100.0,No,No,"Cafe, Modern Indian, Pizza, Burger, Desserts",Church Street,Vasanth Nagar,550.0,Average
Banchharam,Quick Bites,3.9,65,200.0,No,No,"Street Food, Mithai",Indiranagar,Ulsoor,100.0,Average
Bang - The Ritz-Carlton,Lounge,4.2,477,3000.0,No,Yes,Finger Food,Lavelle Road,Residency Road,1500.0,Excellent
Bangali Babu Restaurant,Sweet Shop,3.2,4,250.0,No,No,"Mithai, Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",Btm,125.0,Average
Bangaliana,Casual Dining,3.0,61,600.0,Yes,No,Bengali,Electronic City,Electronic City,300.0,Low
Bangalir Rannaghar,Quick Bites,2.9,58,250.0,No,No,"Bengali, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,125.0,Low
Bangalore Agarwal Bhavan,Quick Bites,3.0,5,500.0,No,No,"Mithai, Street Food",Brookefield,Whitefield,250.0,Low
Bangalore Box,"Casual Dining, Bar",4.1,612,1500.0,Yes,Yes,"Asian, Continental, Finger Food",Bannerghatta Road,Btm,750.0,Excellent
Bangalore Brew Works,"Microbrewery, Lounge",4.2,2212,1700.0,No,Yes,"Continental, Italian",Brigade Road,Residency Road,850.0,Excellent
Bangalore Bytes,Quick Bites,3.5,121,300.0,Yes,No,"Fast Food, South Indian, Biryani",Brigade Road,Brigade Road,150.0,Average
Bangalore Cafe,Quick Bites,3.7,197,400.0,Yes,No,"South Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr,200.0,Average
Bangalore Cakes,Bakery,2.9,17,250.0,Yes,No,Bakery,Electronic City,Electronic City,125.0,Low
Bangalore Donne Biriyani,Quick Bites,3.2,4,300.0,Yes,No,"South Indian, Biryani",Banashankari,Kumaraswamy Layout,150.0,Average
Bangalore Durbar Fast Food,"Takeaway, Delivery",3.6,18,600.0,Yes,No,"North Indian, South Indian, Chinese, Kerala",Indiranagar,Thippasandra,300.0,Average
Bangalore Express,"Takeaway, Delivery",2.8,40,300.0,No,No,"Bengali, Chinese, Seafood",Indiranagar,Thippasandra,150.0,Low
Bangalore Food Cafe,Quick Bites,2.8,40,300.0,No,No,"North Indian, South Indian, Chinese, Fast Food",Brookefield,Brookefield,150.0,Low
Bangalore Grill House,Quick Bites,3.2,6,300.0,No,No,"Arabian, Bbq, Mexican",Old Airport Road,Thippasandra,150.0,Average
Bangalore Mandarin,Casual Dining,4.2,764,1100.0,Yes,No,"Chinese, Seafood",Brookefield,Whitefield,550.0,Excellent
Bangalore Masala House,Cafe,4.1,257,500.0,Yes,No,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",Lavelle Road,Vasanth Nagar,250.0,Excellent
Bangalore Pantry,Quick Bites,2.8,40,400.0,Yes,No,"Chinese, North Indian, Biryani, Arabian",Bannerghatta Road,Bannerghatta Road,200.0,Low
Bangalore Pub Exchange,"Pub, Casual Dining",4.1,207,1000.0,No,Yes,"Continental, Finger Food, Pizza, North Indian",Indiranagar,Mg Road,500.0,Excellent
Bangalore Shadi Biriyani,Quick Bites,3.5,57,150.0,Yes,No,"Chinese, North Indian",Brigade Road,Vasanth Nagar,75.0,Average
Bangalore Star Biriyani,Quick Bites,3.4,7,300.0,No,No,"Biryani, Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,150.0,Average
Bangalore Vibes,Quick Bites,3.2,4,300.0,Yes,No,"North Indian, Chinese",Kalyan Nagar,Hennur,150.0,Average
Bangarpet Chat Express,Quick Bites,3.3,6,100.0,Yes,No,"Street Food, Fast Food",Banashankari,Basavanagudi,50.0,Average
Bangarpet Chats,Quick Bites,2.8,40,80.0,No,No,Street Food,Kalyan Nagar,Kammanahalli,40.0,Low
Bangarpet Chats Adda,Quick Bites,2.8,40,200.0,Yes,No,"Street Food, Sandwich, Beverages",Electronic City,Electronic City,100.0,Low
Bangarpet Chats Corner,Quick Bites,3.3,7,150.0,No,No,Street Food,Malleshwaram,Rajajinagar,75.0,Average
Banjara Melting Pot,Casual Dining,4.2,474,1700.0,Yes,Yes,"North Indian, Chinese, Seafood",Brigade Road,Cunningham Road,850.0,Excellent
Bansuri Sweets,Quick Bites,3.8,110,200.0,No,No,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",Btm,100.0,Average
Bao & Grills,Food Court,2.8,40,300.0,No,No,"Chinese, Asian",Bannerghatta Road,Bannerghatta Road,150.0,Low
Bao And Rolls,Quick Bites,3.6,19,250.0,No,No,"Rolls, Kebab, Fast Food",Bannerghatta Road,Bannerghatta Road,125.0,Average
Bar Bar,"Bar, Casual Dining",4.1,1003,1500.0,No,Yes,"Continental, North Indian, Italian",Whitefield,Whitefield,750.0,Excellent
Bar Uno - Jw Marriott Bengaluru,Lounge,3.9,72,2500.0,No,No,Spanish,Brigade Road,Lavelle Road,1250.0,Average
Barbecoa,Casual Dining,4.3,1303,1000.0,No,No,"North Indian, Continental, Chettinad, Andhra, Bengali",Bellandur,Marathahalli,500.0,Excellent
Barbecue By Punjab Grill,Casual Dining,4.7,1316,1300.0,No,Yes,Bbq,Malleshwaram,Malleshwaram,650.0,Excellent
Barbecued - By The Orchard,Casual Dining,4.3,592,1200.0,No,Yes,North Indian,Malleshwaram,Sadashiv Nagar,600.0,Excellent
Barbeque Delight,Casual Dining,3.4,173,650.0,Yes,No,"Arabian, Kerala, Biryani, South Indian, Chinese, Bbq",Electronic City,Electronic City,325.0,Average
Barbeque Nation,Casual Dining,3.8,32,1600.0,No,No,"North Indian, European, Mediterranean, Bbq, Kebab",Brookefield,Whitefield,800.0,Average
Barbeque Station,Casual Dining,2.8,151,700.0,Yes,No,"North Indian, Chinese, Bbq","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block,350.0,Low
Barcode,Bar,3.8,169,1300.0,No,Yes,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,650.0,Average
Barebones - The Balcony Bar,"Bar, Casual Dining",4.2,2445,1500.0,No,Yes,"Chinese, Continental, Finger Food, Italian",Indiranagar,Indiranagar,750.0,Excellent
Barista,Cafe,3.2,11,300.0,No,No,Cafe,Indiranagar,Cv Raman Nagar,150.0,Average
Barkaas,Casual Dining,4.2,198,1000.0,Yes,Yes,"Arabian, Biryani, Desserts, Beverages, Salad",Marathahalli,Marathahalli,500.0,Excellent
Barkat,Quick Bites,3.4,5,250.0,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",Btm,125.0,Average
Barley & Grapes Cafe,Cafe,4.2,842,1000.0,No,No,"Cafe, Italian, Continental",Whitefield,Whitefield,500.0,Excellent
Barleyz,"Lounge, Microbrewery",3.7,4650,2000.0,No,No,"North Indian, Continental, Chinese",Koramangala 4Th Block,Koramangala 6Th Block,1000.0,Average
Basava Bhavana (B2),Quick Bites,2.8,40,200.0,No,No,South Indian,Hsr,Hsr,100.0,Low
Basavanagudi Mylari,Quick Bites,4.0,52,300.0,No,No,South Indian,Banashankari,Basavanagudi,150.0,Average
Basaveshwara Kanawali,Quick Bites,3.5,13,250.0,No,No,South Indian,Brookefield,Whitefield,125.0,Average
Basaveshwara Khanavali,Quick Bites,3.3,11,150.0,No,No,South Indian,Bellandur,Bellandur,75.0,Average
Basaveshwarnagar Dosa Corner,Quick Bites,3.8,75,200.0,Yes,No,South Indian,Malleshwaram,Basaveshwara Nagar,100.0,Average
Basawa Hotel,Quick Bites,3.4,8,250.0,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",Btm,125.0,Average
Based On A True Story- Bistro,"Cafe, Quick Bites",4.3,496,800.0,Yes,Yes,"Cafe, Burger, Italian, Desserts",Kalyan Nagar,Kammanahalli,400.0,Excellent
Basil Joint,"Takeaway, Delivery",3.5,24,300.0,Yes,No,"Fast Food, Beverages",Malleshwaram,New Bel Road,150.0,Average
Baskin Robbins,Dessert Parlor,2.9,20,250.0,Yes,No,"Ice Cream, Desserts",Malleshwaram,Rajajinagar,125.0,Low
Basmati Bar & Restaurant,Casual Dining,3.8,345,800.0,Yes,Yes,"Biryani, Andhra, North Indian, Chinese",Marathahalli,Marathahalli,400.0,Average
Basmati Delights,Delivery,4.0,869,500.0,Yes,No,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Bannerghatta Road,Btm,250.0,Average
Basmati Restaurant,Casual Dining,3.8,419,900.0,Yes,No,"Biryani, Andhra, North Indian, Chinese",Bellandur,Bellandur,450.0,Average
Basmati'S Briyani Nation,"Takeaway, Delivery",2.8,40,350.0,Yes,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr,175.0,Low
Basveshwara Khaanavali,Quick Bites,2.8,40,250.0,No,No,South Indian,Bannerghatta Road,Bannerghatta Road,125.0,Low
Bat Chef,Quick Bites,2.6,26,500.0,Yes,No,Fast Food,Indiranagar,Indiranagar,250.0,Low
Bathinda Dine,Casual Dining,3.9,266,950.0,Yes,No,North Indian,Sarjapur Road,Bellandur,475.0,Average
Bathinda Junction,Casual Dining,3.8,367,600.0,Yes,No,North Indian,Jp Nagar,Btm,300.0,Average
Bathinda Tandoor,Quick Bites,2.8,40,300.0,Yes,No,North Indian,Bannerghatta Road,Btm,150.0,Low
Batter Splatter,Bakery,3.3,5,350.0,No,No,Bakery,Brigade Road,Lavelle Road,175.0,Average
Bawarchi,Quick Bites,3.0,29,400.0,No,No,"North Indian, Chinese",Electronic City,Electronic City,200.0,Low
Bawarchi Biryani,Quick Bites,3.4,65,350.0,Yes,No,"Biryani, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block,175.0,Average
Bawarchi Inn,Casual Dining,3.0,140,600.0,Yes,No,"North Indian, Biryani, Andhra, Chinese",Jayanagar,Btm,300.0,Low
Bawarchi Khaana,Quick Bites,3.3,56,600.0,Yes,No,"North Indian, Chinese",Bellandur,Bellandur,300.0,Average
Bawarchi Paradise,Quick Bites,3.5,89,500.0,Yes,No,"North Indian, Biryani",Bannerghatta Road,Bannerghatta Road,250.0,Average
Bawarchi Restaurant,Casual Dining,3.1,4,700.0,No,No,"North Indian, Biryani",Electronic City,Electronic City,350.0,Average
Bay Root,Quick Bites,3.7,24,400.0,No,No,"North Indian, Arabian",Bannerghatta Road,Btm,200.0,Average
